DataEnteredBy,StudyID,StudyTitle,Journal,Year_study_published,PublicationStatus,Language,Context,Genetic_group_bees,Continent,Country,Location,Lat,Long,Method_to_determine_coordinates,Treatment_Group,Status,TreatmentID,categoryTreatment,SubCategory1Treatment,SubCategory2Treatment,broadTreatment,specificTreatment,Concentration_percentage,Exposure_time_seconds,NumberOfApplications,Dosage,Dosage_units,ResponseNo.,ResponseVariableSpecies,ResponseVariableTarget,ResponseVariableCategory,BroadResponseVariable,SpecificResponseVariable,UnitsResponseVariable,specificResponseMean,specificResponseStError,SampleSize,MethodEffectivePaper,MethodtoExtractData,Data_source,Notes,Dosage_level
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_syriaca,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T9,treatment,T01,Chemical,Synthetic,Organophosphate,Coumaphos,Coumaphos_perezin_am_syriaca,NA,NA,1,5,ug,R4,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Duration_spent_in_electric_shock_zone,Seconds,89.11,6.88,30,0,Provided_in_paper,Table_E.1,,HIGH
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_caucasica,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T7,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,11.13,1.25,32,NA,Provided_in_paper,Table_E.1,,control
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_caucasica,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T7,treatment,T01,Chemical,Synthetic,Organophosphate,Coumaphos,Coumaphos_perezin_am_caucasica,NA,NA,1,5,ug,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,6.47,0.83,36,0,Provided_in_paper,Table_E.1,,HIGH
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_carnica,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T8,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,19.41,2.04,39,NA,Provided_in_paper,Table_E.1,,control
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_carnica,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T8,treatment,T01,Chemical,Synthetic,Organophosphate,Coumaphos,Coumaphos_perezin_am_carnica,NA,NA,1,5,ug,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,13.75,0.85,52,0,Provided_in_paper,Table_E.1,,HIGH
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_syriaca,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T9,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,24.08,1.96,39,NA,Provided_in_paper,Table_E.1,,control
Jack,study_059,"Behavioral and molecular impact of a stress factor, acaricide perizin on honey bees Apis mellifera of Turkey","PhD Thesis. Middle East Technical University, Doctor of Philosophy in Biology",2020,Thesis,English,Lab,Apis_mellifera_syriaca,Asia,Turkey,Middle east technical university,39.891088,32.7776231,Google_maps,T9,treatment,T01,Chemical,Synthetic,Organophosphate,Coumaphos,Coumaphos_perezin_am_syriaca,NA,NA,1,5,ug,R5,Honey_bee,Honey_bee_worker,HoneyBeeIncrease,Honey_bee_behavioural_physiology,Movement_response_to_electrick_shock,Activity_per_trial,24.33,1.61,30,1,Provided_in_paper,Table_E.1,,HIGH
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Worker_brood_infestation_post_treatment,Percent,8.4,0.28,300,NA,Provided_in_paper,Table_1,,control
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard,NA,NA,2,9,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Worker_brood_infestation_post_treatment,Percent,0.7,0.3,300,1,Provided_in_paper,Table_1,,LOW
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Essential_oil_mix,Thymol_ApiLife_Var,NA,NA,2,12.5,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Worker_brood_infestation_post_treatment,Percent,1.7,0.3,300,1,Provided_in_paper,Table_1,,HIGH
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Honey_bee_infestation,Percent,8,0.35,300,NA,Provided_in_paper,Table_1,,control
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard,NA,NA,2,9,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Honey_bee_infestation,Percent,0.4,0.3,300,1,Provided_in_paper,Table_1,,LOW
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Essential_oil_mix,Thymol_ApiLife_Var,NA,NA,2,12.5,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Honey_bee_infestation,Percent,1.5,0.06,300,1,Provided_in_paper,Table_1,,HIGH
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeIncrease,Honey_bee_number,Sealed_brood_area,cm2,1598,126.11,5,NA,Provided_in_paper,Table_1,sample_size_in_number_of_hives,control
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard,NA,NA,2,9,g,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeIncrease,Honey_bee_number,Sealed_brood_area,cm2,902.4,142.93,5,0,Provided_in_paper,Table_1,sample_size_in_number_of_hives,LOW
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Essential_oil_mix,Thymol_ApiLife_Var,NA,NA,2,12.5,g,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeIncrease,Honey_bee_number,Sealed_brood_area,cm2,1090.4,117.71,5,0,Provided_in_paper,Table_1,sample_size_in_number_of_hives,HIGH
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Total_dead_mite_fall_4_weeks,Count,73.68,NA,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard,NA,NA,2,9,g,R4,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Total_dead_mite_fall_4_weeks,Count,337.39,NA,5,1,PlotDigitiser,Fig_1,,LOW
Jack,study_060,"Comparison Between Two Thymol Formulations in the Control of Varroa destructor Effectiveness, Persistence, and Residues ",Journal of Economic Entomology,2004,Published_paper,English,Field,Apis_mellifera,Europe,Italy,Oristano,39.8995766,8.5940294,Google_maps,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Essential_oil_mix,Thymol_ApiLife_Var,NA,NA,2,12.5,g,R4,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Total_dead_mite_fall_4_weeks,Count,216.91,NA,5,1,PlotDigitiser,Fig_1,,HIGH
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,637.22,288.81,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,486.25,224.14,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,236.13,107.76,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,197.04,77.59,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,123.64,30.18,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,136.46,43.1,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,243.91,112.06,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,101.55,17.24,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,217.81,107.76,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_4,Count,19.24,0,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R4,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_4,Count,53.59,12.92,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R4,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_4,Count,27.62,4.31,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R5,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_5,Count,57.47,12.95,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R5,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_5,Count,57.37,12.91,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R5,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_5,Count,0,0,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R6,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_6,Count,125.91,90.52,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R6,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_6,Count,43.89,20.55,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R6,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_6,Count,0,0,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R7,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_post_treatment,Count,121.06,43.11,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_spring_2010,NA,NA,1,NA,g,R7,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_post_treatment,Count,30.42,21.57,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_spring_2010,NA,NA,2,NA,g,R7,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_post_treatment,Count,13.05,8.63,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,192.59,56.03,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_fall_2011,NA,NA,1,NA,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,627.7,254.29,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_fall_2011,NA,NA,2,NA,g,R1,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_1,Count,567.11,77.59,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,92.36,25.88,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_fall_2011,NA,NA,1,NA,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,118.01,38.79,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_fall_2011,NA,NA,2,NA,g,R2,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_2,Count,234.12,112.07,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,143.02,30.16,5,NA,PlotDigitiser,Fig_1,,control
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T01,Chemical,Synthetic,Formamidine,Amitraz,Amitraz_apivar_fall_2011,NA,NA,1,NA,g,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,134.17,60.33,5,1,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Thymol,Thymol_Apiguard_fall_2011,NA,NA,2,NA,g,R3,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_3,Count,293.38,64.68,5,0,PlotDigitiser,Fig_1,,NA
Jack,study_061,Comparison of the efficacy of Apiguard thymol and Apivar amitraz in the control of Varroa destructor Acari Varroidae,Spanish Journal of Agricultural Research,2015,Published_paper,English,Field,Apis_mellifera,Europe,Spain,University of the Balearic Islands,39.641722,2.639881,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Varroa,Varroa_adult,VarroaIncrease,Varroa_number,Mite_fall_week_4,Count,111.75,21.55,5,NA,PlotDigitiser,Fig_1,,control
